ID,Fold_(T1D-B1 vs C1),pValue
208318_s_at,0.159,0.750
203063_at,0.338,0.750
221439_at,0.296,0.750
1565080_at,0.042,0.750
203594_at,-0.226,0.751
215216_at,-0.166,0.751
221644_s_at,-0.049,0.751
220510_at,0.296,0.751
201782_s_at,-0.160,0.751
201557_at,-0.498,0.751
208536_s_at,0.004,0.751
202750_s_at,0.111,0.751
211483_x_at,0.082,0.751
237746_at,0.175,0.751
1556378_a_at,0.224,0.751
212707_s_at,0.262,0.751
222056_s_at,-0.397,0.751
231623_at,-0.015,0.751
225132_at,0.055,0.751
210799_at,0.153,0.751
239612_at,-0.072,0.751
208044_s_at,-0.391,0.751
206166_s_at,-0.022,0.751
1556204_a_at,0.042,0.751
243234_at,0.126,0.751
210861_s_at,0.062,0.751
208166_at,0.239,0.751
230780_at,0.076,0.751
211393_at,0.133,0.751
232564_at,0.187,0.751
210670_at,0.291,0.751
1554249_a_at,-0.409,0.751
221889_at,0.081,0.751
1568623_a_at,-0.063,0.751
200629_at,0.350,0.751
201819_at,0.095,0.751
222047_s_at,-0.356,0.751
229793_at,0.083,0.751
213949_s_at,0.306,0.751
228003_at,-0.362,0.751
1561685_a_at,-0.034,0.751
207794_at,0.686,0.751
217590_s_at,-0.027,0.751
200030_s_at,-0.021,0.751
1556730_at,-0.077,0.751
230738_at,0.154,0.751
218664_at,0.158,0.751
204526_s_at,0.609,0.751
242148_at,0.202,0.751
1553043_a_at,0.535,0.751
207008_at,1.984,0.752
239148_at,0.074,0.752
219422_at,-0.061,0.752
220810_at,-0.019,0.752
217242_at,0.049,0.752
216687_x_at,0.110,0.752
241808_at,0.269,0.752
215249_at,0.240,0.752
239800_at,0.229,0.752
230942_at,-0.295,0.752
240353_s_at,-0.129,0.752
236094_at,0.430,0.752
225729_at,-0.240,0.752
209492_x_at,-0.106,0.752
218153_at,0.007,0.752
205785_at,-0.024,0.752
218455_at,0.146,0.752
200829_x_at,-0.386,0.752
218311_at,-0.825,0.752
232388_at,0.073,0.752
221871_s_at,-0.114,0.752
225379_at,0.382,0.752
209513_s_at,0.218,0.752
1557214_at,-0.146,0.752
211039_at,0.227,0.752
213315_x_at,-0.355,0.752
208334_at,0.077,0.752
1562827_at,0.363,0.752
220390_at,-0.681,0.752
242821_at,-0.100,0.752
225331_at,-0.007,0.752
1570141_at,-0.051,0.752
225563_at,-0.103,0.752
60474_at,-0.098,0.752
221050_s_at,0.387,0.752
1557550_at,0.177,0.752
243007_at,-0.024,0.752
1554868_s_at,-0.304,0.752
228357_at,-1.282,0.752
210349_at,-1.142,0.752
1559756_at,0.050,0.752
217009_at,-0.018,0.752
219438_at,0.263,0.752
37793_r_at,0.249,0.752
204372_s_at,-0.194,0.752
231337_at,-0.102,0.752
1558552_s_at,0.015,0.752
221215_s_at,0.178,0.753
231600_at,1.791,0.753
209157_at,-0.210,0.753
214241_at,-1.004,0.753
224974_at,-0.300,0.753
221997_s_at,-0.045,0.753
217254_s_at,-0.065,0.753
232845_at,0.229,0.753
240786_at,-0.289,0.753
223781_x_at,-0.104,0.753
203869_at,-0.755,0.753
218007_s_at,-0.027,0.753
223323_x_at,0.150,0.753
201256_at,0.003,0.753
1565693_at,0.162,0.753
229860_x_at,0.445,0.753
224281_s_at,-0.354,0.753
205710_at,0.199,0.753
207274_at,0.013,0.753
225351_at,0.370,0.753
1555883_s_at,-0.736,0.753
226753_at,-0.909,0.753
241500_at,0.005,0.753
238855_at,0.370,0.753
207175_at,0.202,0.753
209276_s_at,0.679,0.753
236400_at,-0.252,0.753
214813_at,-0.050,0.753
232185_at,0.067,0.753
233694_at,0.468,0.753
207993_s_at,0.023,0.753
212055_at,0.608,0.753
53991_at,0.109,0.753
217298_at,0.123,0.753
233268_s_at,-0.246,0.753
227202_at,-0.065,0.753
239173_at,0.012,0.753
237465_at,-0.786,0.753
1556551_s_at,0.242,0.753
230196_x_at,0.238,0.753
238981_at,-0.173,0.753
239818_x_at,-0.249,0.754
241259_at,0.135,0.754
1553234_at,0.201,0.754
1553608_a_at,-0.139,0.754
204362_at,0.592,0.754
222395_s_at,0.043,0.754
1566906_at,-0.071,0.754
243581_at,0.037,0.754
209430_at,-0.394,0.754
222977_at,-0.242,0.754
238680_at,-0.103,0.754
225544_at,-0.210,0.754
217996_at,-1.232,0.754
227885_at,0.017,0.754
201955_at,-0.107,0.754
208056_s_at,0.360,0.754
206239_s_at,0.118,0.754
217808_s_at,-0.268,0.754
232815_at,-0.141,0.754
1557352_at,0.066,0.754
203535_at,0.848,0.754
226259_at,0.623,0.754
203567_s_at,0.249,0.754
213683_at,0.052,0.754
1554814_at,0.286,0.754
215078_at,-0.727,0.754
227270_at,0.123,0.754
215870_s_at,0.203,0.754
1567223_at,0.345,0.754
207350_s_at,-0.276,0.754
209133_s_at,0.145,0.754
234048_s_at,0.330,0.755
1557734_s_at,0.088,0.755
224565_at,0.217,0.755
226418_at,0.005,0.755
201754_at,-0.418,0.755
228219_s_at,0.160,0.755
235507_at,0.130,0.755
204178_s_at,-0.653,0.755
224890_s_at,0.346,0.755
201228_s_at,-0.156,0.755
235516_at,0.021,0.755
233071_at,-0.287,0.755
1564233_at,0.320,0.755
244760_at,0.072,0.755
228332_s_at,-0.295,0.755
228016_s_at,0.356,0.755
222307_at,-1.029,0.755
234106_s_at,-0.651,0.755
210215_at,-0.751,0.755
221199_at,0.068,0.755
227402_s_at,-0.984,0.755
34260_at,-0.300,0.755
228857_at,-0.842,0.755
231954_at,-0.560,0.755
222014_x_at,-0.086,0.755
215257_at,-0.142,0.755
1563228_x_at,0.787,0.755
1560419_at,-0.027,0.755
207054_at,0.063,0.755
243697_at,0.081,0.755
214343_s_at,-0.198,0.755
220652_at,0.020,0.755
237515_at,0.140,0.755
208055_s_at,0.084,0.755
219157_at,0.170,0.755
1553249_at,0.103,0.755
225476_at,0.319,0.755
217016_x_at,0.254,0.755
1552399_a_at,-0.188,0.756
224597_at,-0.189,0.756
210806_at,0.180,0.756
1557303_at,-0.231,0.756
1556473_at,-0.213,0.756
212635_at,0.158,0.756
1556156_at,0.000,0.756
223965_at,-0.034,0.756
214210_at,-0.309,0.756
212644_s_at,-0.210,0.756
215897_at,-0.076,0.756
209029_at,0.432,0.756
216504_s_at,0.007,0.756
213316_at,0.038,0.756
231114_at,-0.337,0.756
240942_at,0.087,0.756
1553175_s_at,0.147,0.756
219711_at,0.070,0.756
217015_at,-0.143,0.756
210602_s_at,0.082,0.756
204134_at,-0.084,0.756
219086_at,-0.026,0.756
208132_x_at,-0.052,0.756
1553987_at,-0.583,0.756
226342_at,-0.984,0.756
219132_at,0.148,0.756
216258_s_at,0.157,0.756
235888_at,-0.620,0.756
1566888_at,0.111,0.756
1562492_at,0.011,0.756
216469_at,0.245,0.756
208846_s_at,0.020,0.756
217467_at,-0.179,0.756
230990_at,-0.030,0.756
209417_s_at,0.285,0.756
238732_at,0.093,0.756
215764_x_at,0.059,0.756
239057_at,0.057,0.756
206022_at,0.068,0.756
204244_s_at,-0.490,0.757
1556199_a_at,0.049,0.757
215663_at,0.015,0.757
203088_at,0.164,0.757
204809_at,-0.153,0.757
220660_at,0.053,0.757
1555804_a_at,0.036,0.757
233220_at,-0.080,0.757
243946_at,-0.160,0.757
218911_at,0.005,0.757
207799_x_at,-0.153,0.757
235013_at,0.198,0.757
226748_at,-0.027,0.757
218492_s_at,-0.511,0.757
210730_s_at,0.097,0.757
210084_x_at,0.319,0.757
206030_at,0.032,0.757
221797_at,-0.184,0.757
1553052_at,-0.023,0.757
223278_at,0.129,0.757
1559880_at,0.240,0.757
230289_at,-0.118,0.757
242744_s_at,0.126,0.757
219275_at,-0.271,0.757
228952_at,0.110,0.757
216964_at,-0.102,0.757
1554465_s_at,-0.442,0.757
221727_at,-0.963,0.757
231468_at,-0.024,0.757
211474_s_at,0.049,0.757
212518_at,-0.256,0.757
228425_at,0.655,0.757
242884_at,0.180,0.757
207135_at,0.069,0.757
230141_at,-0.296,0.757
220013_at,-0.087,0.757
222660_s_at,-0.415,0.757
213811_x_at,-0.625,0.757
234512_x_at,-0.226,0.757
212755_at,-0.037,0.757
201240_s_at,0.021,0.757
209375_at,-0.249,0.757
206416_at,0.345,0.757
202296_s_at,-0.037,0.757
216605_s_at,2.117,0.758
224801_at,0.063,0.758
201139_s_at,-0.114,0.758
213211_s_at,-0.168,0.758
204214_s_at,0.354,0.758
1559695_a_at,0.354,0.758
230808_at,0.043,0.758
230459_s_at,-0.173,0.758
211303_x_at,-0.019,0.758
235944_at,0.041,0.758
231182_at,-0.743,0.758
207561_s_at,-0.036,0.758
224654_at,-0.114,0.758
1555034_at,0.022,0.758
37547_at,-0.098,0.758
238625_at,-0.079,0.758
226100_at,-0.342,0.758
205056_s_at,0.205,0.758
229691_at,-0.514,0.758
233030_at,0.119,0.758
239694_at,-0.017,0.758
209218_at,-0.148,0.758
1564653_s_at,-0.128,0.758
205788_s_at,-0.120,0.758
231472_at,-0.391,0.758
226979_at,0.131,0.758
214687_x_at,0.274,0.758
222953_at,0.484,0.758
209306_s_at,-0.297,0.758
224623_at,-0.030,0.758
216832_at,0.053,0.758
231161_x_at,0.351,0.758
231887_s_at,-0.029,0.758
1565339_at,-0.039,0.758
1560142_at,-0.263,0.759
226299_at,-0.014,0.759
1561471_at,-0.217,0.759
240317_at,0.100,0.759
204774_at,0.179,0.759
1552747_a_at,-0.142,0.759
1561760_s_at,-0.612,0.759
210429_at,0.075,0.759
205884_at,-0.073,0.759
220283_at,-0.025,0.759
1569637_at,-0.112,0.759
225681_at,0.103,0.759
201714_at,0.135,0.759
218781_at,-0.505,0.759
238575_at,0.042,0.759
230400_s_at,0.085,0.759
225319_s_at,0.262,0.759
242838_at,0.148,0.759
228889_at,-0.015,0.759
1564072_at,-0.068,0.759
207722_s_at,0.107,0.759
219143_s_at,-0.240,0.759
220661_s_at,-0.402,0.759
1557206_at,-0.146,0.759
232798_at,-0.392,0.759
217076_s_at,-0.061,0.759
1552913_at,-0.187,0.759
220115_s_at,-0.049,0.759
230497_at,-0.118,0.759
229439_s_at,0.194,0.759
208654_s_at,0.393,0.759
210322_x_at,-0.257,0.759
1553325_at,0.063,0.759
240703_s_at,-0.188,0.759
224288_x_at,0.244,0.759
215097_at,0.087,0.760
207240_s_at,-0.048,0.760
1553051_s_at,0.195,0.760
215065_at,0.128,0.760
238832_at,0.048,0.760
216048_s_at,-0.056,0.760
236231_at,0.000,0.760
211886_s_at,0.470,0.760
203792_x_at,-0.111,0.760
228497_at,2.016,0.760
239342_at,0.086,0.760
202187_s_at,0.563,0.760
1562541_at,-0.096,0.760
214069_at,-0.058,0.760
1552689_at,0.169,0.760
215848_at,-0.188,0.760
1566665_at,-0.075,0.760
241713_s_at,0.070,0.760
233754_x_at,-0.214,0.760
218523_at,-0.047,0.760
220005_at,1.934,0.760
1555868_at,0.138,0.760
1554640_at,0.168,0.760
206288_at,0.410,0.760
215240_at,0.085,0.760
204262_s_at,-0.216,0.760
218145_at,0.320,0.760
240982_at,0.126,0.760
1554960_at,0.033,0.760
1559322_at,-0.117,0.760
236270_at,-0.205,0.760
219198_at,0.066,0.760
200889_s_at,0.274,0.760
223354_x_at,-0.209,0.760
244490_at,-0.014,0.760
204612_at,-1.279,0.760
230797_s_at,0.111,0.760
207819_s_at,-1.245,0.760
201686_x_at,0.036,0.760
202001_s_at,-0.400,0.760
216536_at,0.040,0.760
235570_at,-0.104,0.760
217983_s_at,0.119,0.760
202929_s_at,-0.477,0.760
236641_at,-0.097,0.760
1553585_a_at,-0.083,0.760
228458_at,-0.387,0.760
1555146_at,0.023,0.760
202183_s_at,-0.092,0.760
1555110_a_at,0.196,0.760
201318_s_at,0.203,0.760
203003_at,-0.202,0.761
1563003_at,-0.023,0.761
218396_at,-0.374,0.761
243066_at,0.443,0.761
224301_x_at,-0.215,0.761
214057_at,0.215,0.761
237444_at,0.694,0.761
220485_s_at,-0.826,0.761
204016_at,-0.069,0.761
204080_at,-0.446,0.761
1554789_a_at,0.015,0.761
236893_at,0.318,0.761
223814_at,-0.211,0.761
243735_at,0.108,0.761
208193_at,0.080,0.761
224636_at,-0.147,0.761
1559828_at,-0.167,0.761
1555091_at,0.356,0.761
202596_at,-0.008,0.761
229966_at,-0.184,0.761
205916_at,0.117,0.761
229773_at,0.348,0.761
1554921_a_at,0.124,0.761
212273_x_at,-0.114,0.761
244289_at,0.042,0.761
237021_at,-0.079,0.761
235594_at,-0.332,0.761
208018_s_at,1.183,0.761
217691_x_at,0.976,0.761
242791_at,0.017,0.761
218459_at,0.040,0.761
224924_at,-0.103,0.761
226543_at,-0.038,0.761
227532_at,-0.163,0.761
220751_s_at,0.824,0.761
219959_at,0.010,0.761
216674_at,0.020,0.761
218625_at,0.079,0.761
214452_at,0.135,0.761
1568884_at,0.252,0.761
208079_s_at,1.363,0.761
221353_at,0.203,0.761
231915_at,0.039,0.761
1567539_at,0.112,0.762
233545_at,0.228,0.762
214419_s_at,-0.102,0.762
217997_at,-0.461,0.762
226376_at,-0.177,0.762
205402_x_at,0.099,0.762
1556369_a_at,0.671,0.762
234859_at,-0.022,0.762
227449_at,-1.804,0.762
209439_s_at,0.115,0.762
238126_at,0.333,0.762
79005_at,0.123,0.762
1569788_at,-0.284,0.762
205696_s_at,-0.037,0.762
226178_at,-0.320,0.762
1555108_at,0.321,0.762
203763_at,-0.086,0.762
211257_x_at,0.162,0.762
39582_at,-0.680,0.762
1552897_a_at,-0.156,0.762
202257_s_at,0.051,0.762
216009_at,-0.193,0.762
212930_at,-0.592,0.762
237988_at,-0.039,0.762
235643_at,0.129,0.762
226354_at,0.267,0.762
1563117_at,0.200,0.762
212218_s_at,-0.235,0.762
1555230_a_at,0.301,0.762
201983_s_at,-0.259,0.762
209851_at,-0.130,0.762
218387_s_at,0.135,0.762
221914_at,0.024,0.762
224469_s_at,-0.562,0.762
1557954_at,-0.650,0.762
223396_at,0.478,0.762
201058_s_at,0.083,0.762
242458_at,0.029,0.762
224872_at,-0.259,0.762
222918_at,-0.039,0.762
210594_x_at,0.364,0.762
239146_at,0.040,0.762
222123_s_at,0.076,0.762
219717_at,-0.472,0.762
219933_at,0.423,0.763
202682_s_at,0.148,0.763
207081_s_at,-0.406,0.763
234094_x_at,0.228,0.763
207256_at,0.186,0.763
203006_at,0.213,0.763
1566207_at,-0.287,0.763
235855_at,-0.329,0.763
221543_s_at,0.301,0.763
204013_s_at,-0.046,0.763
209907_s_at,-0.337,0.763
214187_x_at,0.065,0.763
1554302_s_at,-0.177,0.763
203347_s_at,-0.278,0.763
211923_s_at,0.166,0.763
218066_at,-1.456,0.763
204710_s_at,-0.042,0.763
214440_at,0.850,0.763
238760_at,-0.909,0.763
205138_s_at,-0.212,0.763
226618_at,-0.064,0.763
208088_s_at,0.130,0.763
214461_at,0.068,0.763
243355_at,0.097,0.763
213370_s_at,-0.809,0.763
208782_at,0.032,0.763
221850_x_at,-0.304,0.763
224013_s_at,-0.162,0.763
206016_at,-0.314,0.763
206369_s_at,0.593,0.763
226420_at,0.233,0.763
242591_at,0.143,0.763
40472_at,-0.350,0.763
210303_at,0.033,0.763
231857_s_at,0.189,0.763
232068_s_at,1.402,0.763
212679_at,-0.061,0.763
211807_x_at,-0.138,0.763
211245_x_at,0.108,0.763
221596_s_at,-0.256,0.763
244659_at,-0.750,0.763
243435_at,0.079,0.763
1557836_at,0.072,0.763
1562396_at,-0.078,0.763
233254_x_at,0.234,0.763
210882_s_at,0.315,0.764
1560445_x_at,0.061,0.764
1553843_at,0.213,0.764
1570289_at,-0.155,0.764
212515_s_at,-0.097,0.764
210178_x_at,-0.439,0.764
202064_s_at,-0.022,0.764
238476_at,-0.123,0.764
209519_at,0.050,0.764
213951_s_at,-0.304,0.764
1553663_a_at,0.390,0.764
207237_at,-0.882,0.764
220075_s_at,0.010,0.764
215311_at,0.003,0.764
232734_at,0.109,0.764
1554071_at,0.009,0.764
1552691_at,1.091,0.764
1559292_s_at,-0.131,0.764
243323_s_at,0.233,0.764
1557388_at,-0.069,0.764
206187_at,0.203,0.764
220515_at,0.243,0.764
239933_x_at,0.226,0.764
217460_at,-0.053,0.764
234403_at,0.050,0.764
227373_at,-0.970,0.764
219191_s_at,0.163,0.764
1558532_at,-0.117,0.764
225068_at,0.020,0.764
217452_s_at,0.158,0.764
1559992_a_at,0.032,0.764
219642_s_at,0.084,0.764
218955_at,0.066,0.764
209949_at,1.098,0.764
215517_at,-0.047,0.765
206349_at,-0.087,0.765
226537_at,0.258,0.765
237210_at,-0.486,0.765
216424_at,-0.077,0.765
218432_at,-0.604,0.765
1560014_s_at,-0.769,0.765
217185_s_at,-0.328,0.765
225192_at,0.299,0.765
240483_at,0.108,0.765
1556289_at,0.000,0.765
235124_at,-0.104,0.765
212096_s_at,-1.171,0.765
206793_at,0.087,0.765
221646_s_at,-0.288,0.765
1569696_at,-0.066,0.765
212382_at,-0.956,0.765
1559124_at,0.061,0.765
229756_at,0.494,0.765
208083_s_at,0.003,0.765
242753_x_at,-0.080,0.765
1557117_at,-0.292,0.765
222061_at,-0.110,0.765
205354_at,-0.268,0.765
204815_s_at,0.033,0.765
1555867_at,0.062,0.765
231504_at,-0.037,0.765
1569776_at,0.523,0.765
215712_s_at,0.053,0.765
1568752_s_at,0.065,0.765
209426_s_at,0.561,0.765
1568933_at,-0.039,0.765
222127_s_at,0.091,0.765
210133_at,0.141,0.765
238719_at,-0.930,0.765
228769_at,0.269,0.765
207389_at,0.130,0.765
233802_at,0.082,0.766
202121_s_at,0.303,0.766
218265_at,-0.257,0.766
212301_at,-0.333,0.766
227812_at,0.174,0.766
209596_at,-0.057,0.766
222470_s_at,-0.028,0.766
202845_s_at,0.539,0.766
221073_s_at,-0.169,0.766
201468_s_at,0.147,0.766
232084_at,-0.155,0.766
202961_s_at,0.048,0.766
217175_at,0.076,0.766
229306_at,-0.283,0.766
232245_at,0.133,0.766
229876_at,0.000,0.766
1553569_at,-0.039,0.766
210738_s_at,0.097,0.766
203458_at,0.030,0.766
225155_at,0.498,0.766
238201_at,-0.020,0.766
206126_at,-1.467,0.766
233663_s_at,0.103,0.766
219815_at,-0.402,0.766
222483_at,0.268,0.766
236012_at,-0.234,0.766
208324_at,-0.033,0.766
202535_at,1.053,0.766
230867_at,-0.071,0.766
207148_x_at,-0.055,0.766
221894_at,-0.464,0.766
200619_at,-0.034,0.766
215987_at,0.228,0.766
222031_at,0.055,0.766
221641_s_at,-0.005,0.766
235091_at,0.147,0.766
215632_at,-0.222,0.766
220444_at,0.569,0.766
242571_at,0.016,0.766
1570026_at,0.227,0.766
244419_at,-0.117,0.766
228576_s_at,-0.133,0.767
205243_at,0.006,0.767
1554121_at,0.009,0.767
214133_at,0.345,0.767
1555186_at,-0.020,0.767
221981_s_at,-0.309,0.767
1559651_at,-0.097,0.767
218979_at,0.991,0.767
225728_at,-0.017,0.767
242331_x_at,0.085,0.767
1568713_a_at,-0.050,0.767
200737_at,0.095,0.767
212076_at,-0.796,0.767
48117_at,-0.274,0.767
1562558_at,-0.054,0.767
215639_at,0.414,0.767
203254_s_at,-0.060,0.767
218928_s_at,-0.441,0.767
210750_s_at,-0.193,0.767
205151_s_at,-0.008,0.767
206470_at,0.091,0.767
231540_at,-0.169,0.767
1552937_s_at,-0.023,0.767
235150_at,0.093,0.767
239468_at,0.278,0.767
231474_at,0.216,0.767
223987_at,0.058,0.767
204621_s_at,-2.343,0.767
237900_at,0.145,0.767
212823_s_at,0.572,0.767
242631_x_at,-0.019,0.767
220852_at,0.025,0.767
209368_at,-1.127,0.767
1565149_at,-0.115,0.767
1556133_s_at,0.107,0.767
210917_at,0.187,0.767
1565999_at,0.075,0.767
1569033_at,-0.109,0.768
231751_at,0.307,0.768
233252_s_at,-1.057,0.768
201526_at,0.073,0.768
218217_at,0.255,0.768
1568723_at,0.274,0.768
205278_at,0.194,0.768
212205_at,-0.475,0.768
1558397_at,0.622,0.768
215820_x_at,0.033,0.768
207742_s_at,0.308,0.768
220693_at,-0.027,0.768
238703_at,-0.012,0.768
206868_at,0.353,0.768
207499_x_at,0.063,0.768
213327_s_at,-0.121,0.768
202798_at,-0.629,0.768
235499_at,0.018,0.768
231833_at,-0.399,0.768
216904_at,0.049,0.768
206875_s_at,-0.072,0.768
200632_s_at,0.271,0.768
217466_x_at,-0.389,0.768
237555_at,-0.098,0.768
1555046_at,-0.047,0.768
217342_x_at,0.147,0.768
229831_at,-0.065,0.768
1553428_at,0.057,0.768
201532_at,0.027,0.768
207673_at,-0.115,0.768
218137_s_at,-0.065,0.769
210687_at,0.135,0.769
239500_at,-0.113,0.769
200957_s_at,-0.410,0.769
1563431_x_at,0.092,0.769
211331_x_at,0.011,0.769
231933_at,0.238,0.769
217888_s_at,-0.225,0.769
219283_at,0.252,0.769
226912_at,-0.976,0.769
206418_at,-0.011,0.769
1559203_s_at,-0.713,0.769
1554142_at,-0.094,0.769
238422_at,0.111,0.769
207665_at,0.129,0.769
219196_at,-0.005,0.769
1555383_a_at,-0.038,0.769
1569582_at,-0.201,0.769
227352_at,0.078,0.769
227393_at,-1.075,0.769
224400_s_at,0.022,0.769
234865_at,0.005,0.769
1554311_a_at,-0.044,0.769
218239_s_at,-0.619,0.769
244739_at,-0.036,0.769
229581_at,0.002,0.770
1569080_at,0.237,0.770
232586_x_at,-0.529,0.770
207508_at,-0.058,0.770
222518_at,-0.519,0.770
1558649_at,0.256,0.770
201124_at,-0.017,0.770
217229_at,-0.002,0.770
231677_at,0.000,0.770
235997_at,0.001,0.770
231028_at,0.143,0.770
225131_at,0.306,0.770
1570219_at,0.202,0.770
1552714_at,0.042,0.770
1557726_at,-0.128,0.770
1552412_a_at,-0.050,0.770
229494_s_at,-0.016,0.770
209827_s_at,-0.160,0.770
234584_s_at,-0.039,0.770
216392_s_at,0.151,0.770
231804_at,-0.109,0.770
233524_at,-0.169,0.770
219535_at,-0.073,0.770
232112_at,0.008,0.770
227497_at,0.708,0.770
240148_at,-0.123,0.770
201346_at,-0.039,0.770
1569074_at,0.378,0.770
209188_x_at,0.012,0.770
44822_s_at,0.030,0.770
214095_at,-0.259,0.770
205148_s_at,-0.408,0.770
1569590_at,0.082,0.770
210573_s_at,-0.074,0.770
213512_at,0.081,0.770
218385_at,-0.148,0.770
220359_s_at,-0.040,0.770
201068_s_at,-0.183,0.771
1555543_a_at,0.028,0.771
1565660_at,0.141,0.771
207191_s_at,-0.345,0.771
209810_at,0.052,0.771
216061_x_at,0.175,0.771
218438_s_at,-0.227,0.771
218863_s_at,0.027,0.771
222043_at,0.106,0.771
226972_s_at,-0.108,0.771
1562681_at,0.224,0.771
1556986_at,0.027,0.771
229273_at,-0.177,0.771
235314_at,-0.248,0.771
232280_at,-0.340,0.771
204044_at,-0.167,0.771
218473_s_at,0.365,0.771
214350_at,0.049,0.771
228290_at,-0.443,0.771
216104_at,0.004,0.771
207775_at,0.031,0.771
1554736_at,-0.055,0.771
242100_at,-0.092,0.771
227294_at,0.007,0.771
204722_at,-0.014,0.771
238660_at,0.039,0.771
1554177_a_at,-0.243,0.771
203561_at,1.199,0.771
201765_s_at,-0.124,0.772
201860_s_at,0.043,0.772
223933_at,0.013,0.772
236832_at,-1.280,0.772
221316_at,-0.054,0.772
226167_at,-0.028,0.772
227728_at,-0.011,0.772
202687_s_at,0.775,0.772
236917_at,0.155,0.772
209908_s_at,0.016,0.772
223854_at,-0.031,0.772
227991_x_at,-0.942,0.772
219896_at,-0.013,0.772
211381_x_at,0.168,0.772
1560002_at,-0.315,0.772
210878_s_at,0.247,0.772
206948_at,0.339,0.772
243967_at,-0.037,0.772
214651_s_at,1.051,0.772
222923_s_at,0.583,0.772
216096_s_at,-0.079,0.772
226382_at,-0.318,0.772
224227_s_at,0.155,0.772
218636_s_at,-0.186,0.772
204337_at,-0.061,0.772
223503_at,-0.129,0.772
