,,,,,,,,,,,,
FPKM_Control,FPKM_Case,p_value,,,,,,,,,,
0.513363,0.0499143,1,,,,,,,,,,
0,0,1,,,,,,,,,,
12.5816,8.48938,0.53925,,,,,,,,,,
6.27038,8.61029,0.619,,,,,,,,,,
2.24044,0.510043,1,,,,,,,,,,
388.966,321.168,0.74555,,,,,,,,,,
1.13603,1.88643,1,,,,,,,,,,
10.7848,18.5625,0.3097,,,,,,,,,,
17.8381,17.1667,0.90465,,,,,,,,,,
14.7106,9.92018,0.50065,,,,,,,,,,
0.421635,1.06301,1,,,,,,,,,,
7.3012,5.58827,0.45525,,,,,,,,,,
7.80109,8.7987,0.77915,,,,,,,,,,
6.73927,4.31416,0.4353,,,,,,,,,,
0,0,1,,,,,,,,,,
0,0,1,,,,,,,,,,
9.06483,15.0507,0.34905,,,,,,,,,,
31.5951,29.605,0.86635,,,,,,,,,,
31.5951,29.605,0.86635,,,,,,,,,,
10.7433,3.76355,0.00525,,,,,,,,,,
6.11803,5.3619,1,,,,,,,,,,
80.0431,81.237,0.97825,,,,,,,,,,
109.962,118.8,0.8819,,,,,,,,,,
0.35832,0.150637,1,,,,,,,,,,
1.14877,2.51054,1,,,,,,,,,,
0.391369,0.934642,1,,,,,,,,,,
0,0,1,,,,,,,,,,
36.6115,78.3724,0.06845,,,,,,,,,,
83.9492,54.8467,0.38555,,,,,,,,,,
24.19,24.4175,0.97945,,,,,,,,,,
17.6113,8.46591,0.3113,,,,,,,,,,
124.85,176.087,0.6553,,,,,,,,,,
0.201026,0.0793665,1,,,,,,,,,,
0.0156108,0.128981,1,,,,,,,,,,
3.13291,4.2468,1,,,,,,,,,,
1.7742,2.73597,1,,,,,,,,,,
6.47835,10.2042,0.2526,,,,,,,,,,
24.6928,14.0324,0.1449,,,,,,,,,,
184.249,144.582,0.6456,,,,,,,,,,
1.56544,1.77491,1,,,,,,,,,,
11.0792,8.58678,0.58025,,,,,,,,,,
425.928,384.942,0.8118,,,,,,,,,,
0.879329,2.5973,1,,,,,,,,,,
0,0,1,,,,,,,,,,
150.691,78.6201,0.35905,,,,,,,,,,
27.5845,30.9765,0.8157,,,,,,,,,,
16.5897,15.3424,0.89555,,,,,,,,,,
49.4111,35.1141,0.46475,,,,,,,,,,
151.459,614.943,0.0279,,,,,,,,,,
11.667,8.39128,0.48975,,,,,,,,,,
44.0565,22.0774,0.27685,,,,,,,,,,
23.5096,16.6456,0.5013,,,,,,,,,,
425.928,384.942,0.8118,,,,,,,,,,
7.75415,5.01704,0.3633,,,,,,,,,,
14.6247,15.9473,0.83385,,,,,,,,,,
11.3995,12.2222,0.83425,,,,,,,,,,
0.198067,0,1,,,,,,,,,,
6.4127,2.0156,1,,,,,,,,,,
40.3111,71.0801,0.4399,,,,,,,,,,
6.30488,5.79933,1,,,,,,,,,,
1.72793,1.59429,1,,,,,,,,,,
1.57917,2.6238,1,,,,,,,,,,
0.0445094,0.221169,1,,,,,,,,,,
0,0,1,,,,,,,,,,
8.37219,4.47695,0.30885,,,,,,,,,,
4.70971,8.48054,0.0291,,,,,,,,,,
23.6953,44.9764,0.1545,,,,,,,,,,
539.22,226.26,0.18245,,,,,,,,,,
0,0,1,,,,,,,,,,
8.18017,5.56795,0.5456,,,,,,,,,,
17.374,37.6282,0.15495,,,,,,,,,,
0,0,1,,,,,,,,,,
63.1118,30.4983,0.13155,,,,,,,,,,
35.0622,37.0334,0.9103,,,,,,,,,,
237.968,104.453,0.11385,,,,,,,,,,
66.5313,64.578,0.957,,,,,,,,,,
0,0,1,,,,,,,,,,
24.6926,8.66136,0.3181,,,,,,,,,,
59.1273,27.8287,0.22525,,,,,,,,,,
0.871567,0.106777,1,,,,,,,,,,
0.0524483,0.440117,1,,,,,,,,,,
20.9351,19.7552,0.89915,,,,,,,,,,
15.8598,23.8321,0.4541,,,,,,,,,,
9.54938,8.35619,0.75455,,,,,,,,,,
3.29866,4.79747,1,,,,,,,,,,
30.5293,20.1734,0.3038,,,,,,,,,,
1427.39,1074.17,0.7324,,,,,,,,,,
45.1154,14.9658,0.05805,,,,,,,,,,
11.8885,3.50476,1,,,,,,,,,,
13.9312,12.5339,0.8068,,,,,,,,,,
78.8766,52.3704,0.3493,,,,,,,,,,
57.5812,49.8783,0.73655,,,,,,,,,,
18.4055,14.2012,0.6639,,,,,,,,,,
116.129,10.169,0.0006,,,,,,,,,,
0,0,1,,,,,,,,,,
10.2281,7.40298,0.5021,,,,,,,,,,
17.7401,10.9997,0.327,,,,,,,,,,
7.25885,11.1007,0.40375,,,,,,,,,,
3.10985,1.63038,1,,,,,,,,,,
58.7116,39.5908,0.54685,,,,,,,,,,
69.2701,80.7739,0.7556,,,,,,,,,,
0.278725,0.0297456,1,,,,,,,,,,
14.1588,26.7245,0.2641,,,,,,,,,,
11.1378,7.31843,0.1368,,,,,,,,,,
37.0626,37.6063,0.981,,,,,,,,,,
49.1108,72.003,0.64905,,,,,,,,,,
403.519,296.345,0.54385,,,,,,,,,,
25.5546,15.4789,0.36655,,,,,,,,,,
3.87512,2.87888,1,,,,,,,,,,
10.9505,9.4106,0.71195,,,,,,,,,,
131.469,125.565,0.9275,,,,,,,,,,
20.0915,10.3389,0.12965,,,,,,,,,,
0,0,1,,,,,,,,,,
28.927,29.9222,0.9405,,,,,,,,,,
4.3878,8.49499,0.6404,,,,,,,,,,
0.877889,2.94227,1,,,,,,,,,,
15.1899,2.74267,0.00165,,,,,,,,,,
0,0.162157,1,,,,,,,,,,
0.159275,0.0290903,1,,,,,,,,,,
0,0,1,,,,,,,,,,
25.8907,8.72425,0.15455,,,,,,,,,,
0,0,1,,,,,,,,,,
0,0,1,,,,,,,,,,
0.357138,0.0743044,1,,,,,,,,,,
67.0842,42.7394,0.54435,,,,,,,,,,
0,0,1,,,,,,,,,,
15.5337,11.9749,0.57645,,,,,,,,,,
0,0,1,,,,,,,,,,
14.1128,9.65814,0.15315,,,,,,,,,,
